Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Boundary Fours,Boundary Sixes,Country,Player Count,1000+ Runs Scored,25+ Batting Avg,120+ Batting Strike Rate
Shakeel Ansar (2012-2012),2012-2012,2012,2012,2,1,0,0,0,0,0.00,1,0.00,0,0,1,0,0,Pakistan,1,0,0,0
Aamer Yamin (2015-2015),2015-2015,2015,2015,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Abdur Rauf (2008-2008),2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Asad Ali (2013-2013),2013-2013,2013,2013,2,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Iftikhar Anjum (2007-2009),2007-2009,2007,2009,2,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Mansoor Amjad (2008-2008),2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Mohammad Nawaz (3) (2016-2017),2016-2017,2016,2017,7,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Rumman Raees (2016-2017),2016-2017,2016,2017,5,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Shabbir Ahmed (2007-2007),2007-2007,2007,2007,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
Tanvir Ahmed (2010-2010),2010-2010,2010,2010,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan,1,0,0,0
TM Dilshan (2006-2016),2006-2016,2006,2016,80,79,12,1889,104*,104,28.19,1567,120.54,1,13,10,223,33,Sri Lanka,1,1,1,1
DPMD Jayawardene (2006-2014),2006-2014,2006,2014,55,55,8,1493,100,100,31.76,1121,133.18,1,9,4,173,33,Sri Lanka,1,1,1,1
KC Sangakkara (2006-2014),2006-2014,2006,2014,56,53,9,1382,78,78,31.40,1156,119.55,0,8,2,139,20,Sri Lanka,1,1,1,0
AD Mathews (2009-2017),2009-2017,2009,2017,69,55,18,1054,81*,81,28.48,883,119.36,0,5,0,67,35,Sri Lanka,1,1,1,0
LD Chandimal (2010-2017),2010-2017,2010,2017,48,42,2,720,58,58,18.00,697,103.29,0,4,0,65,15,Sri Lanka,1,0,0,0
MDKJ Perera (2013-2017),2013-2017,2013,2017,27,27,0,716,84,84,26.51,542,132.10,0,6,0,76,24,Sri Lanka,1,0,1,1
CK Kapugedera (2006-2017),2006-2017,2006,2017,43,38,7,703,50,50,22.67,591,118.95,0,1,0,58,25,Sri Lanka,1,0,0,0
NLTC Perera (2010-2017),2010-2017,2010,2017,60,51,18,684,49,49,20.72,486,140.74,0,0,5,56,30,Sri Lanka,1,0,0,1
ST Jayasuriya (2006-2011),2006-2011,2006,2011,31,30,3,629,88,88,23.29,487,129.15,0,4,4,76,23,Sri Lanka,1,0,0,1
HDRL Thirimanne (2012-2016),2012-2016,2012,2016,26,20,2,291,44,44,16.16,267,108.98,0,0,1,27,5,Sri Lanka,1,0,0,0
TAM Siriwardana (2015-2017),2015-2017,2015,2017,22,19,3,275,42,42,17.18,208,132.21,0,0,4,16,12,Sri Lanka,1,0,0,0
J Mubarak (2007-2009),2007-2009,2007,2009,16,15,4,238,46*,46,21.63,188,126.59,0,0,2,21,8,Sri Lanka,1,0,0,0
WU Tharanga (2006-2017),2006-2017,2006,2017,17,17,0,221,37,37,13.00,192,115.10,0,0,3,26,4,Sri Lanka,1,0,0,0
KMDN Kulasekara (2008-2017),2008-2017,2008,2017,58,30,9,215,31,31,10.23,184,116.84,0,0,4,14,7,Sri Lanka,1,0,0,0
EMDY Munaweera (2012-2017),2012-2017,2012,2017,13,13,1,215,53,53,17.91,164,131.09,0,1,1,25,7,Sri Lanka,1,0,0,0
S Prasanna (2013-2017),2013-2017,2013,2017,20,20,6,214,37*,37,15.28,161,132.91,0,0,0,13,13,Sri Lanka,1,0,0,0
N Dickwella (2016-2017),2016-2017,2016,2017,9,8,0,199,68,68,24.87,137,145.25,0,1,0,32,4,Sri Lanka,1,0,0,0
BMAJ Mendis (2011-2013),2011-2013,2011,2013,16,12,3,197,43*,43,21.88,158,124.68,0,0,1,18,5,Sri Lanka,1,0,0,0
DAS Gunaratne (2016-2017),2016-2017,2016,2017,9,9,3,185,84*,84,30.83,136,136.02,0,2,1,16,6,Sri Lanka,1,0,0,0
LPC Silva (2006-2011),2006-2011,2006,2011,16,15,2,175,38,38,13.46,177,98.87,0,0,0,19,3,Sri Lanka,1,0,0,0
MD Gunathilaka (2016-2017),2016-2017,2016,2017,8,8,0,169,51,51,21.12,142,119.01,0,1,0,16,4,Sri Lanka,1,0,0,0
DM de Silva (2015-2017),2015-2017,2015,2017,7,7,0,167,62,62,23.85,154,108.44,0,1,0,10,2,Sri Lanka,1,0,0,0
MD Shanaka (2015-2017),2015-2017,2015,2017,16,16,1,167,54,54,11.13,160,104.37,0,1,4,10,11,Sri Lanka,1,0,0,0
GSNFG Jayasuriya (2015-2016),2015-2016,2015,2016,11,10,0,157,40,40,15.70,141,111.34,0,0,0,11,7,Sri Lanka,1,0,0,0
ML Udawatte (2008-2017),2008-2017,2008,2017,8,8,0,96,25,25,12.00,87,110.34,0,0,2,10,2,Sri Lanka,1,0,0,0
BKG Mendis (2016-2017),2016-2017,2016,2017,8,8,0,74,22,22,9.25,60,123.33,0,0,0,6,3,Sri Lanka,1,0,0,0
SL Malinga (2006-2017),2006-2017,2006,2017,68,21,8,73,27,27,5.61,94,77.65,0,0,5,3,3,Sri Lanka,1,0,0,0
S Samarawickrama (2017-2017),2017-2017,2017,2017,3,3,0,59,32,32,19.66,61,96.72,0,0,0,4,0,Sri Lanka,1,0,0,0
SMSM Senanayake (2012-2016),2012-2016,2012,2016,24,12,6,56,17,17,9.33,66,84.84,0,0,2,3,1,Sri Lanka,1,0,0,0
SMA Priyanjan (2017-2017),2017-2017,2017,2017,3,3,2,54,40*,40,54.00,62,87.09,0,0,0,1,2,Sri Lanka,1,0,0,0
CU Jayasinghe (2009-2010),2009-2010,2009,2010,5,3,2,49,38,38,49.00,49,100.00,0,0,0,3,1,Sri Lanka,1,0,0,0
K Weeraratne (2008-2009),2008-2009,2008,2009,5,5,2,49,20*,20,16.33,45,108.88,0,0,0,4,1,Sri Lanka,1,0,0,0
KDK Vithanage (2014-2016),2014-2016,2014,2016,3,3,0,40,38,38,13.33,34,117.64,0,0,0,7,0,Sri Lanka,1,0,0,0
MF Maharoof (2006-2016),2006-2016,2006,2016,8,5,1,33,13*,13,8.25,43,76.74,0,0,1,0,1,Sri Lanka,1,0,0,0
RJMGM Rupasinghe (2009-2009),2009-2009,2009,2009,2,2,0,33,18,18,16.50,39,84.61,0,0,0,2,0,Sri Lanka,1,0,0,0
WPUJC Vaas (2006-2007),2006-2007,2006,2007,6,2,1,33,21,21,33.00,41,80.48,0,0,0,1,0,Sri Lanka,1,0,0,0
SS Pathirana (2016-2017),2016-2017,2016,2017,5,5,0,27,14,14,5.40,24,112.50,0,0,0,3,0,Sri Lanka,1,0,0,0
I Udana (2009-2017),2009-2017,2009,2017,13,7,3,27,19*,19,6.75,24,112.50,0,0,2,3,1,Sri Lanka,1,0,0,0
CRD Fernando (2006-2016),2006-2016,2006,2016,18,7,2,25,21,21,5.00,27,92.59,0,0,2,4,0,Sri Lanka,1,0,0,0
PC de Silva (2017-2017),2017-2017,2017,2017,1,1,0,21,21,21,21.00,20,105.00,0,0,0,1,0,Sri Lanka,1,0,0,0
JRMVB Sanjaya (2017-2017),2017-2017,2017,2017,8,5,2,20,6,6,6.66,18,111.11,0,0,0,3,0,Sri Lanka,1,0,0,0
HGJM Kulatunga (2008-2008),2008-2008,2008,2008,2,2,0,19,11,11,9.50,38,50.00,0,0,0,0,0,Sri Lanka,1,0,0,0
RLB Rambukwella (2013-2016),2013-2016,2013,2016,2,1,0,19,19,19,19.00,16,118.75,0,0,0,1,1,Sri Lanka,1,0,0,0
LHD Dilhara (2008-2008),2008-2008,2008,2008,2,1,1,18,18*,18,-,9,200.00,0,0,0,0,1,Sri Lanka,1,0,0,0
PVD Chameera (2015-2016),2015-2016,2015,2016,13,7,6,16,9*,9,16.00,20,80.00,0,0,1,1,0,Sri Lanka,1,0,0,0
JDF Vandersay (2015-2016),2015-2016,2015,2016,7,5,4,15,8*,8,15.00,17,88.23,0,0,0,2,0,Sri Lanka,1,0,0,0
SHT Kandamby (2008-2011),2008-2011,2008,2011,5,4,0,13,10,10,3.25,21,61.90,0,0,1,0,0,Sri Lanka,1,0,0,0
HMCM Bandara (2006-2009),2006-2009,2006,2009,4,3,1,12,7,7,6.00,15,80.00,0,0,0,0,0,Sri Lanka,1,0,0,0
KS Lokuarachchi (2012-2012),2012-2012,2012,2012,2,2,0,11,11,11,5.50,13,84.61,0,0,1,1,0,Sri Lanka,1,0,0,0
B Fernando (2015-2015),2015-2015,2015,2015,2,1,1,8,8*,8,-,12,66.66,0,0,0,1,0,Sri Lanka,1,0,0,0
HMRKB Herath (2011-2016),2011-2016,2011,2016,17,6,3,8,3,3,2.66,12,66.66,0,0,0,0,0,Sri Lanka,1,0,0,0
S Randiv (2010-2011),2010-2011,2010,2011,7,2,0,8,6,6,4.00,6,133.33,0,0,0,1,0,Sri Lanka,1,0,0,0
BAW Mendis (2008-2014),2008-2014,2008,2014,39,8,5,8,4*,4,2.66,17,47.05,0,0,0,1,0,Sri Lanka,1,0,0,0
RP Arnold (2006-2006),2006-2006,2006,2006,1,1,0,7,7,7,7.00,7,100.00,0,0,0,0,0,Sri Lanka,1,0,0,0
RMS Eranga (2012-2013),2012-2013,2012,2013,3,1,0,6,6,6,6.00,7,85.71,0,0,0,1,0,Sri Lanka,1,0,0,0
MS Atapattu (2006-2006),2006-2006,2006,2006,2,1,0,5,5,5,5.00,8,62.50,0,0,0,0,0,Sri Lanka,1,0,0,0
AK Perera (2013-2014),2013-2014,2013,2014,2,1,0,4,4,4,4.00,8,50.00,0,0,0,0,0,Sri Lanka,1,0,0,0
T Thushara (2008-2010),2008-2010,2008,2010,6,2,0,4,3,3,2.00,8,50.00,0,0,0,0,0,Sri Lanka,1,0,0,0
ST de Silva (2017-2017),2017-2017,2017,2017,3,2,0,3,3,3,1.50,7,42.85,0,0,1,0,0,Sri Lanka,1,0,0,0
CAK Rajitha (2016-2016),2016-2016,2016,2016,3,2,2,3,3*,3,-,12,25.00,0,0,0,0,0,Sri Lanka,1,0,0,0
KMC Bandara (2016-2016),2016-2016,2016,2016,1,1,1,2,2*,2,-,4,50.00,0,0,0,0,0,Sri Lanka,1,0,0,0
RAS Lakmal (2011-2017),2011-2017,2011,2017,9,4,2,2,1*,1,1.00,4,50.00,0,0,1,0,0,Sri Lanka,1,0,0,0
UWMBCA Welegedara (2010-2010),2010-2010,2010,2010,2,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,Sri Lanka,1,0,0,0
M Muralitharan (2006-2010),2006-2010,2006,2010,12,2,0,1,1,1,0.50,5,20.00,0,0,1,0,0,Sri Lanka,1,0,0,0
MDK Perera (2011-2011),2011-2011,2011,2011,3,2,0,1,1,1,0.50,6,16.66,0,0,1,0,0,Sri Lanka,1,0,0,0
G Wijekoon (2007-2007),2007-2007,2007,2007,3,2,1,1,1*,1,1.00,5,20.00,0,0,1,0,0,Sri Lanka,1,0,0,0
A Dananjaya (2012-2017),2012-2017,2012,2017,6,1,1,0,0*,0,-,0,-,0,0,0,0,0,Sri Lanka,1,0,0,0
N Pradeep (2016-2017),2016-2017,2016,2017,2,1,0,0,0,0,0.00,1,0.00,0,0,1,0,0,Sri Lanka,1,0,0,0
PDRL Perera (2006-2006),2006-2006,2006,2006,2,2,2,0,0*,0,-,0,-,0,0,0,0,0,Sri Lanka,1,0,0,0
SI de Saram (2009-2009),2009-2009,2009,2009,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka,1,0,0,0
KTGD Prasad (2011-2011),2011-2011,2011,2011,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka,1,0,0,0
M Pushpakumara (2009-2009),2009-2009,2009,2009,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka,1,0,0,0
PADLR Sandakan (2017-2017),2017-2017,2017,2017,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Sri Lanka,1,0,0,0
H Masakadza (2006-2016),2006-2016,2006,2016,50,50,2,1413,93*,93,29.43,1180,119.74,0,10,0,131,51,Zimbabwe,1,1,1,0
E Chigumbura (2006-2016),2006-2016,2006,2016,47,46,8,789,54*,54,20.76,543,145.30,0,3,5,56,46,Zimbabwe,1,0,0,1
CJ Chibhabha (2006-2016),2006-2016,2006,2016,30,29,0,600,67,67,20.68,552,108.69,0,5,2,71,11,Zimbabwe,1,0,0,0
BRM Taylor (2006-2014),2006-2014,2006,2014,26,26,5,594,75*,75,28.28,480,123.75,0,5,4,52,17,Zimbabwe,1,0,1,1
MN Waller (2011-2016),2011-2016,2011,2016,28,27,5,567,68,68,25.77,414,136.95,0,1,2,38,26,Zimbabwe,1,0,1,1
V Sibanda (2007-2016),2007-2016,2007,2016,26,26,1,511,59,59,20.44,503,101.59,0,1,3,52,11,Zimbabwe,1,0,0,0
SC Williams (2006-2016),2006-2016,2006,2016,24,24,2,501,58*,58,22.77,409,122.49,0,3,2,48,8,Zimbabwe,1,0,0,1
Sikandar Raza (2013-2016),2013-2016,2013,2016,26,25,0,341,59,59,13.64,329,103.64,0,1,0,28,6,Zimbabwe,1,0,0,0
T Taibu (2007-2012),2007-2012,2007,2012,17,15,6,259,45*,45,28.77,257,100.77,0,0,2,19,2,Zimbabwe,1,0,0,0
CR Ervine (2010-2015),2010-2015,2010,2015,16,15,0,229,42,42,15.26,287,79.79,0,0,1,21,2,Zimbabwe,1,0,0,0
R Mutumbami (2015-2016),2015-2016,2015,2016,14,14,3,173,43,43,15.72,168,102.97,0,0,1,11,8,Zimbabwe,1,0,0,0
CK Coventry (2010-2015),2010-2015,2010,2015,13,12,2,127,30,30,12.70,90,141.11,0,0,2,14,6,Zimbabwe,1,0,0,0
PJ Moor (2016-2016),2016-2016,2016,2016,8,7,2,120,35,35,24.00,108,111.11,0,0,0,4,8,Zimbabwe,1,0,0,0
P Utseya (2006-2015),2006-2015,2006,2015,35,21,9,94,13*,13,7.83,115,81.73,0,0,3,6,1,Zimbabwe,1,0,0,0
T Maruma (2008-2016),2008-2016,2008,2016,10,10,4,86,23*,23,14.33,83,103.61,0,0,1,6,3,Zimbabwe,1,0,0,0
S Matsikenyeri (2006-2012),2006-2012,2006,2012,10,10,0,76,32,32,7.60,82,92.68,0,0,2,6,3,Zimbabwe,1,0,0,0
AG Cremer (2008-2016),2008-2016,2008,2016,27,18,6,65,17,17,5.41,93,69.89,0,0,2,2,0,Zimbabwe,1,0,0,0
LM Jongwe (2015-2016),2015-2016,2015,2016,8,7,0,60,34,34,8.57,65,92.30,0,0,2,4,1,Zimbabwe,1,0,0,0
N Madziva (2015-2016),2015-2016,2015,2016,9,7,4,60,28*,28,20.00,50,120.00,0,0,1,4,3,Zimbabwe,1,0,0,0
KM Dabengwa (2006-2010),2006-2010,2006,2010,8,7,3,46,16*,16,11.50,40,115.00,0,0,0,4,2,Zimbabwe,1,0,0,0
F Mutizwa (2011-2012),2011-2012,2011,2012,3,3,0,38,22,22,12.66,36,105.55,0,0,1,3,0,Zimbabwe,1,0,0,0
GA Lamb (2010-2010),2010-2010,2010,2010,5,4,2,32,14*,14,16.00,54,59.25,0,0,1,1,0,Zimbabwe,1,0,0,0
C Zhuwao (2008-2011),2008-2011,2008,2011,5,5,0,24,12,12,4.80,39,61.53,0,0,3,4,0,Zimbabwe,1,0,0,0
T Panyangara (2013-2016),2013-2016,2013,2016,14,5,4,23,17*,17,23.00,17,135.29,0,0,0,1,2,Zimbabwe,1,0,0,0
WP Masakadza (2015-2016),2015-2016,2015,2016,7,5,3,22,6*,6,11.00,27,81.48,0,0,0,2,0,Zimbabwe,1,0,0,0
RW Chakabva (2008-2015),2008-2015,2008,2015,5,5,0,18,13,13,3.60,40,45.00,0,0,2,1,0,Zimbabwe,1,0,0,0
SW Masakadza (2010-2013),2010-2013,2010,2013,7,5,1,18,9,9,4.50,24,75.00,0,0,1,1,0,Zimbabwe,1,0,0,0
CT Mutombodzi (2013-2016),2013-2016,2013,2016,5,5,1,18,12*,12,4.50,24,75.00,0,0,1,1,0,Zimbabwe,1,0,0,0
TS Chisoro (2015-2016),2015-2016,2015,2016,7,2,1,17,10,10,17.00,17,100.00,0,0,0,1,0,Zimbabwe,1,0,0,0
RW Price (2008-2012),2008-2012,2008,2012,16,9,4,15,7*,7,3.00,28,53.57,0,0,1,1,0,Zimbabwe,1,0,0,0
DT Tiripano (2016-2016),2016-2016,2016,2016,8,4,2,15,11*,11,7.50,22,68.18,0,0,1,0,1,Zimbabwe,1,0,0,0
CB Mpofu (2008-2015),2008-2015,2008,2015,20,5,3,13,6*,6,6.50,12,108.33,0,0,2,0,1,Zimbabwe,1,0,0,0
KM Jarvis (2011-2013),2011-2013,2011,2013,9,5,2,9,9*,9,3.00,17,52.94,0,0,3,0,0,Zimbabwe,1,0,0,0
AM Blignaut (2010-2010),2010-2010,2010,2010,1,1,0,8,8,8,8.00,8,100.00,0,0,0,1,0,Zimbabwe,1,0,0,0
TL Chatara (2010-2016),2010-2016,2010,2016,11,1,0,8,8,8,8.00,7,114.28,0,0,0,1,0,Zimbabwe,1,0,0,0
BV Vitori (2012-2016),2012-2016,2012,2016,11,2,2,8,7*,7,-,7,114.28,0,0,0,0,0,Zimbabwe,1,0,0,0
KO Meth (2012-2012),2012-2012,2012,2012,2,1,1,6,6*,6,-,6,100.00,0,0,0,0,0,Zimbabwe,1,0,0,0
T Mupariwa (2007-2008),2007-2008,2007,2008,4,2,2,5,3*,3,-,3,166.66,0,0,0,0,0,Zimbabwe,1,0,0,0
"N M'shangwe (2013-2014)",2013-2014,2013,2014,5,2,1,5,5*,5,5.00,4,125.00,0,0,1,1,0,Zimbabwe,1,0,0,0
GB Brent (2006-2007),2006-2007,2006,2007,3,1,0,2,2,2,2.00,5,40.00,0,0,0,0,0,Zimbabwe,1,0,0,0
AJ Ireland (2006-2006),2006-2006,2006,2006,1,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,Zimbabwe,1,0,0,0
ML Nkala (2006-2006),2006-2006,2006,2006,1,1,0,1,1,1,1.00,3,33.33,0,0,0,0,0,Zimbabwe,1,0,0,0
EC Rainsford (2010-2010),2010-2010,2010,2010,2,1,1,1,1*,1,-,2,50.00,0,0,0,0,0,Zimbabwe,1,0,0,0
T Muzarabani (2015-2016),2015-2016,2015,2016,9,1,1,0,0*,0,-,2,0.00,0,0,0,0,0,Zimbabwe,1,0,0,0
TP Kamungozi (2014-2014),2014-2014,2014,2014,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe,1,0,0,0
W Barresi (2012-2017),2012-2017,2012,2017,35,34,4,662,75*,75,22.06,569,116.34,0,3,3,55,20,Netherlands,1,0,0,0
SJ Myburgh (2012-2017),2012-2017,2012,2017,28,27,2,640,71*,71,25.60,519,123.31,0,5,5,73,21,Netherlands,1,0,1,1
PW Borren (2008-2017),2008-2017,2008,2017,43,38,5,638,57,57,19.33,524,121.75,0,1,2,60,18,Netherlands,1,0,0,1
MR Swart (2012-2016),2012-2016,2012,2016,26,25,2,621,89,89,27.00,537,115.64,0,4,1,53,16,Netherlands,1,0,1,0
BN Cooper (2013-2017),2013-2017,2013,2017,26,23,5,411,66,66,22.83,350,117.42,0,2,3,37,15,Netherlands,1,0,0,0
TLW Cooper (2012-2016),2012-2016,2012,2016,18,17,3,404,72*,72,28.85,306,132.02,0,2,2,38,16,Netherlands,1,0,0,1
AN Kervezee (2009-2012),2009-2012,2009,2012,10,10,1,289,58*,58,32.11,262,110.30,0,2,0,19,6,Netherlands,1,0,0,0
ES Szwarczynski (2008-2013),2008-2013,2008,2013,14,12,1,233,45,45,21.18,243,95.88,0,0,0,22,2,Netherlands,1,0,0,0
RN ten Doeschate (2008-2010),2008-2010,2008,2010,9,9,4,214,56,56,42.80,166,128.91,0,1,0,11,7,Netherlands,1,0,0,0
MJG Rippon (2013-2017),2013-2017,2013,2017,17,10,3,178,42,42,25.42,170,104.70,0,0,2,12,1,Netherlands,1,0,0,0
TN de Grooth (2008-2013),2008-2013,2008,2013,15,13,5,163,49,49,20.37,155,105.16,0,0,0,16,1,Netherlands,1,0,0,0
Mudassar Bukhari (2008-2016),2008-2016,2008,2016,38,26,8,157,28*,28,8.72,152,103.28,0,0,1,10,4,Netherlands,1,0,0,0
RE van der Merwe (2015-2017),2015-2017,2015,2017,11,9,3,117,40*,40,19.50,82,142.68,0,0,0,10,3,Netherlands,1,0,0,0
B Zuiderent (2009-2010),2009-2010,2009,2010,6,6,1,108,43*,43,21.60,124,87.09,0,0,0,8,1,Netherlands,1,0,0,0
DLS van Bunge (2008-2013),2008-2013,2008,2013,14,12,4,90,24,24,11.25,104,86.53,0,0,2,2,3,Netherlands,1,0,0,0
PM Seelaar (2008-2017),2008-2017,2008,2017,39,17,4,74,12,12,5.69,83,89.15,0,0,1,5,1,Netherlands,1,0,0,0
"MP O'Dowd (2015-2017)",2015-2017,2015,2017,8,7,2,69,17,17,13.80,69,100.00,0,0,0,1,2,Netherlands,1,0,0,0
DJ Reekers (2008-2009),2008-2009,2008,2009,6,5,0,64,29,29,12.80,49,130.61,0,0,1,10,2,Netherlands,1,0,0,0
TGJ Gruijters (2012-2013),2012-2013,2012,2013,8,5,3,51,21*,21,25.50,47,108.51,0,0,0,3,1,Netherlands,1,0,0,0
T van der Gugten (2012-2017),2012-2017,2012,2017,25,7,3,45,12*,12,11.25,44,102.27,0,0,0,1,2,Netherlands,1,0,0,0
RI Ahmed (2015-2015),2015-2015,2015,2015,2,2,0,38,25,25,19.00,50,76.00,0,0,0,2,0,Netherlands,1,0,0,0
Ahsan Malik (2012-2017),2012-2017,2012,2017,31,8,5,28,11*,11,9.33,30,93.33,0,0,1,1,1,Netherlands,1,0,0,0
PA van Meekeren (2013-2017),2013-2017,2013,2017,18,4,0,21,18,18,5.25,19,110.52,0,0,2,0,2,Netherlands,1,0,0,0
J Smits (2008-2009),2008-2009,2008,2009,6,2,1,15,11*,11,15.00,27,55.55,0,0,0,0,0,Netherlands,1,0,0,0
Sikander Zulfiqar (2016-2016),2016-2016,2016,2016,2,1,1,9,9*,9,-,12,75.00,0,0,0,0,0,Netherlands,1,0,0,0
TP Visee (2015-2017),2015-2017,2015,2017,4,4,0,9,5,5,2.25,17,52.94,0,0,2,1,0,Netherlands,1,0,0,0
E Schiferli (2008-2010),2008-2010,2008,2010,7,3,1,7,5*,5,3.50,16,43.75,0,0,1,0,0,Netherlands,1,0,0,0
LV van Beek (2014-2016),2014-2016,2014,2016,8,4,1,7,4*,4,2.33,15,46.66,0,0,0,0,0,Netherlands,1,0,0,0
DP Nannes (2009-2009),2009-2009,2009,2009,2,1,0,6,6,6,6.00,7,85.71,0,0,0,0,0,Netherlands,1,0,0,0
MBS Jonkman (2010-2010),2010-2010,2010,2010,3,1,0,1,1,1,1.00,8,12.50,0,0,0,0,0,Netherlands,1,0,0,0
VJ Kingma (2016-2016),2016-2016,2016,2016,1,1,0,1,1,1,1.00,4,25.00,0,0,0,0,0,Netherlands,1,0,0,0
AF Buurman (2010-2010),2010-2010,2010,2010,4,2,0,0,0,0,0.00,4,0.00,0,0,2,0,0,Netherlands,1,0,0,0
Mohammad Kashif (2010-2010),2010-2010,2010,2010,3,1,1,0,0*,0,-,0,-,0,0,0,0,0,Netherlands,1,0,0,0
HJC Mol (2008-2008),2008-2008,2008,2008,4,1,0,0,0,0,0.00,1,0.00,0,0,1,0,0,Netherlands,1,0,0,0
GMC Mol (2008-2008),2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,1,0,0,0
JD Schoonheim (2008-2008),2008-2008,2008,2008,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,1,0,0,0
MB van Schelven (2015-2015),2015-2015,2015,2015,2,-,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands,1,0,0,0
Babar Hayat (2014-2017),2014-2017,2014,2017,24,24,4,541,122,122,27.05,433,124.94,1,2,2,45,20,Hong Kong,1,0,1,1
MS Chapman (2014-2016),2014-2016,2014,2016,19,18,1,392,63*,63,23.05,347,112.96,0,1,0,34,9,Hong Kong,1,0,0,0
Nizakat Khan (2014-2017),2014-2017,2014,2017,23,21,0,377,62,62,17.95,314,120.06,0,2,3,27,15,Hong Kong,1,0,0,1
Anshuman Rath (2015-2017),2015-2017,2015,2017,20,19,2,321,44,44,18.88,344,93.31,0,0,1,31,2,Hong Kong,1,0,0,0
Tanwir Afzal (2014-2016),2014-2016,2014,2016,21,18,2,219,56,56,13.68,173,126.58,0,1,4,9,15,Hong Kong,1,0,0,0
JJ Atkinson (2014-2016),2014-2016,2014,2016,13,12,0,202,53,53,16.83,187,108.02,0,1,3,22,6,Hong Kong,1,0,0,0
Aizaz Khan (2014-2017),2014-2017,2014,2017,23,20,7,186,31,31,14.30,176,105.68,0,0,2,17,4,Hong Kong,1,0,0,0
Waqas Barkat (2014-2017),2014-2017,2014,2017,11,9,2,90,32,32,12.85,101,89.10,0,0,1,10,0,Hong Kong,1,0,0,0
Ehsan Khan (2016-2017),2016-2017,2016,2017,4,3,2,81,42*,42,81.00,62,130.64,0,0,0,6,4,Hong Kong,1,0,0,0
KD Shah (2014-2016),2014-2016,2014,2016,15,11,2,77,29,29,8.55,98,78.57,0,0,3,7,1,Hong Kong,1,0,0,0
Irfan Ahmed (2014-2015),2014-2015,2014,2015,8,8,0,76,34,34,9.50,83,91.56,0,0,2,4,6,Hong Kong,1,0,0,0
Waqas Khan (2014-2017),2014-2017,2014,2017,8,7,3,68,33*,33,17.00,89,76.40,0,0,1,3,2,Hong Kong,1,0,0,0
C Carter (2015-2017),2015-2017,2015,2017,10,5,1,55,17,17,13.75,63,87.30,0,0,0,3,0,Hong Kong,1,0,0,0
Shahid Wasif (2016-2017),2016-2017,2016,2017,4,4,2,49,40,40,24.50,33,148.48,0,0,0,3,1,Hong Kong,1,0,0,0
Haseeb Amjad (2014-2016),2014-2016,2014,2016,18,10,6,45,12*,12,11.25,45,100.00,0,0,0,3,1,Hong Kong,1,0,0,0
Munir Dar (2014-2014),2014-2014,2014,2014,2,2,0,39,36,36,19.50,33,118.18,0,0,0,3,1,Hong Kong,1,0,0,0
RJ Campbell (2016-2016),2016-2016,2016,2016,3,3,0,36,27,27,12.00,47,76.59,0,0,1,6,0,Hong Kong,1,0,0,0
Nadeem Ahmed (2014-2017),2014-2017,2014,2017,24,9,4,34,10,10,6.80,55,61.81,0,0,1,2,0,Hong Kong,1,0,0,0
Anas Khan (2014-2014),2014-2014,2014,2014,1,1,1,21,21*,21,-,28,75.00,0,0,0,2,0,Hong Kong,1,0,0,0
Tanveer Ahmed (2016-2017),2016-2017,2016,2017,5,2,1,7,7*,7,7.00,11,63.63,0,0,1,1,0,Hong Kong,1,0,0,0
Najeeb Amar (2014-2014),2014-2014,2014,2014,1,1,0,2,2,2,2.00,9,22.22,0,0,0,0,0,Hong Kong,1,0,0,0
Ehsan Nawaz (2014-2017),2014-2017,2014,2017,5,1,0,0,0,0,0.00,2,0.00,0,0,1,0,0,Hong Kong,1,0,0,0
