Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Boundary Fours,Boundary Sixes,Country,Player Count,1000+ Runs Scored,25+ Batting Avg,120+ Batting Strike Rate
RT Lyons (2010-2010),2010-2010,2010,2010,2,2,0,4,4,4,2.00,17,23.52,0,0,1,0,0,Scotland,1,0,0,0
BTJ Wheal (2016-2017),2016-2017,2016,2017,5,2,2,2,2*,2,-,2,100.00,0,0,0,0,0,Scotland,1,0,0,0
DR Brown (2007-2007),2007-2007,2007,2007,2,1,0,1,1,1,1.00,5,20.00,0,0,0,0,0,Scotland,1,0,0,0
AC Evans (2015-2016),2015-2016,2015,2016,11,4,1,1,1*,1,0.33,8,12.50,0,0,3,0,0,Scotland,1,0,0,0
I Wardlaw (2013-2013),2013-2013,2013,2013,4,1,0,1,1,1,1.00,3,33.33,0,0,0,0,0,Scotland,1,0,0,0
GI Maiden (2008-2008),2008-2008,2008,2008,3,1,0,0,0,0,0.00,1,0.00,0,0,1,0,0,Scotland,1,0,0,0
CG Burnett (2013-2013),2013-2013,2013,2013,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,1,0,0,0
GT Main (2015-2016),2015-2016,2015,2016,4,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,1,0,0,0
MA Parker (2012-2012),2012-2012,2012,2012,2,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,1,0,0,0
CB Sole (2017-2017),2017-2017,2017,2017,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,1,0,0,0
Zeeshan Maqsood (N/A),N/A,N/A,N/A,16,15,0,368,52,52,24.53,315,116.82,0,1,2,49,8,Oman,1,0,0,0
Adnan Ilyas (N/A),N/A,N/A,N/A,12,11,0,258,54,54,23.45,218,118.34,0,1,0,16,8,Oman,1,0,0,0
Khawar Ali (N/A),N/A,N/A,N/A,14,13,0,214,38,38,16.46,241,88.79,0,0,0,23,5,Oman,1,0,0,0
Jatinder Singh (N/A),N/A,N/A,N/A,11,11,0,200,42,42,18.18,221,90.49,0,0,0,16,1,Oman,1,0,0,0
Aamir Kaleem (N/A),N/A,N/A,N/A,11,10,2,161,46*,46,20.12,143,112.58,0,0,2,15,3,Oman,1,0,0,0
Aqib Ilyas (N/A),N/A,N/A,N/A,9,9,2,129,56*,56,18.42,110,117.27,0,1,0,19,2,Oman,1,0,0,0
Sultan Ahmed (N/A),N/A,N/A,N/A,17,12,3,104,37*,37,11.55,83,125.30,0,0,3,14,0,Oman,1,0,0,0
Amir Ali (N/A),N/A,N/A,N/A,10,8,3,97,32*,32,19.40,65,149.23,0,0,0,11,2,Oman,1,0,0,0
AV Lalcheta (N/A),N/A,N/A,N/A,14,8,2,87,20,20,14.50,66,131.81,0,0,0,9,3,Oman,1,0,0,0
Mehran Khan (N/A),N/A,N/A,N/A,13,9,2,79,28*,28,11.28,74,106.75,0,0,0,4,4,Oman,1,0,0,0
Khurram Nawaz (N/A),N/A,N/A,N/A,4,4,2,78,26*,26,39.00,69,113.04,0,0,0,4,3,Oman,1,0,0,0
Zeeshan Siddiqui (N/A),N/A,N/A,N/A,5,5,1,60,33*,33,15.00,63,95.23,0,0,0,7,0,Oman,1,0,0,0
Naseem Khushi (N/A),N/A,N/A,N/A,4,3,0,54,29,29,18.00,37,145.94,0,0,1,2,4,Oman,1,0,0,0
Mohammad Nadeem (N/A),N/A,N/A,N/A,6,4,0,21,7,7,5.25,20,105.00,0,0,0,2,0,Oman,1,0,0,0
VS Wategaonkar (N/A),N/A,N/A,N/A,2,1,0,14,14,14,14.00,14,100.00,0,0,0,1,0,Oman,1,0,0,0
Sufyan Mehmood (N/A),N/A,N/A,N/A,2,1,1,13,13*,13,-,32,40.62,0,0,0,2,0,Oman,1,0,0,0
A Poulose (N/A),N/A,N/A,N/A,3,3,0,9,9,9,3.00,14,64.28,0,0,2,2,0,Oman,1,0,0,0
M Ansari (N/A),N/A,N/A,N/A,11,4,4,5,3*,3,-,10,50.00,0,0,0,0,0,Oman,1,0,0,0
Bilal Khan (N/A),N/A,N/A,N/A,16,4,3,5,4*,4,5.00,5,100.00,0,0,1,1,0,Oman,1,0,0,0
RJ Ranpura (N/A),N/A,N/A,N/A,3,2,2,5,5*,5,-,8,62.50,0,0,0,0,0,Oman,1,0,0,0
Kaleemullah (N/A),N/A,N/A,N/A,4,1,0,0,0,0,0.00,1,0.00,0,0,1,0,0,Oman,1,0,0,0
Mohammad Shahzad (2010-2017),2010-2017,2010,2017,58,58,3,1779,118*,118,32.34,1300,136.84,1,12,3,200,66,Afghanistan,1,1,1,1
Mohammad Nabi (2010-2017),2010-2017,2010,2017,58,53,7,876,89,89,19.04,634,138.17,0,2,3,56,45,Afghanistan,1,0,0,1
Asghar Stanikzai (2010-2017),2010-2017,2010,2017,49,44,4,869,62,62,21.72,824,105.46,0,3,2,54,41,Afghanistan,1,0,0,0
Samiullah Shenwari (2010-2017),2010-2017,2010,2017,55,49,9,848,61,61,21.20,715,118.60,0,2,2,64,29,Afghanistan,1,0,0,0
Najibullah Zadran (2012-2017),2012-2017,2012,2017,40,32,13,643,60*,60,33.84,433,148.49,0,2,0,39,35,Afghanistan,1,0,1,1
Noor Ali Zadran (2010-2017),2010-2017,2010,2017,20,20,1,506,63,63,26.63,497,101.81,0,3,1,45,6,Afghanistan,1,0,0,0
Karim Sadiq (2010-2016),2010-2016,2010,2016,34,34,0,505,72,72,14.85,456,110.74,0,1,4,58,9,Afghanistan,1,0,0,0
Nawroz Mangal (2010-2017),2010-2017,2010,2017,32,32,4,505,65*,65,18.03,453,111.47,0,2,4,42,19,Afghanistan,1,0,0,0
Gulbadin Naib (2012-2017),2012-2017,2012,2017,36,30,8,430,56*,56,19.54,354,121.46,0,1,2,31,20,Afghanistan,1,0,0,1
Shafiqullah (2010-2017),2010-2017,2010,2017,35,32,9,392,51*,51,17.04,274,143.06,0,1,4,29,23,Afghanistan,1,0,0,1
Usman Ghani (2015-2017),2015-2017,2015,2017,13,13,0,292,69,69,22.46,267,109.36,0,2,0,31,7,Afghanistan,1,0,0,0
Najeeb Tarakai (2014-2017),2014-2017,2014,2017,9,9,0,216,90,90,24.00,166,130.12,0,1,1,19,10,Afghanistan,1,0,0,0
Mirwais Ashraf (2010-2016),2010-2016,2010,2016,25,19,8,128,28*,28,11.63,115,111.30,0,0,2,5,8,Afghanistan,1,0,0,0
Karim Janat (2016-2017),2016-2017,2016,2017,11,7,1,109,25,25,18.16,102,106.86,0,0,0,6,6,Afghanistan,1,0,0,0
Rashid Khan (2015-2017),2015-2017,2015,2017,27,10,5,100,33,33,20.00,74,135.13,0,0,0,8,6,Afghanistan,1,0,0,0
Raees Ahmadzai (2010-2010),2010-2010,2010,2010,8,6,3,91,33*,33,30.33,84,108.33,0,0,0,5,1,Afghanistan,1,0,0,0
Dawlat Zadran (2012-2017),2012-2017,2012,2017,33,16,7,68,13,13,7.55,42,161.90,0,0,3,4,6,Afghanistan,1,0,0,0
Hamid Hassan (2010-2016),2010-2016,2010,2016,22,9,6,50,22,22,16.66,46,108.69,0,0,0,3,2,Afghanistan,1,0,0,0
Amir Hamza (2013-2017),2013-2017,2013,2017,31,9,5,40,21,21,10.00,38,105.26,0,0,1,3,1,Afghanistan,1,0,0,0
Shapoor Zadran (2010-2017),2010-2017,2010,2017,32,13,6,27,13,13,3.85,65,41.53,0,0,3,0,3,Afghanistan,1,0,0,0
Hazratullah (2016-2016),2016-2016,2016,2016,1,1,0,18,18,18,18.00,24,75.00,0,0,0,1,0,Afghanistan,1,0,0,0
Shabir Noori (2012-2012),2012-2012,2012,2012,1,1,0,15,15,15,15.00,18,83.33,0,0,0,1,0,Afghanistan,1,0,0,0
Afsar Zazai (2013-2013),2013-2013,2013,2013,1,1,0,9,9,9,9.00,21,42.85,0,0,0,0,0,Afghanistan,1,0,0,0
Javed Ahmadi (2012-2017),2012-2017,2012,2017,3,2,0,6,6,6,3.00,7,85.71,0,0,1,1,0,Afghanistan,1,0,0,0
Dawlat Ahmadzai (2010-2010),2010-2010,2010,2010,2,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,Afghanistan,1,0,0,0
Aftab Alam (2012-2016),2012-2016,2012,2016,7,2,2,1,1*,1,-,4,25.00,0,0,0,0,0,Afghanistan,1,0,0,0
Hashmatullah Shahidi (2013-2013),2013-2013,2013,2013,1,1,1,1,1*,1,-,1,100.00,0,0,0,0,0,Afghanistan,1,0,0,0
M Nasim Baras (2015-2015),2015-2015,2015,2015,3,1,0,1,1,1,1.00,2,50.00,0,0,0,0,0,Afghanistan,1,0,0,0
Sayed Shirzad (2015-2016),2015-2016,2015,2016,3,1,0,1,1,1,1.00,2,50.00,0,0,0,0,0,Afghanistan,1,0,0,0
Yamin Ahmadzai (2015-2015),2015-2015,2015,2015,2,1,1,1,1*,1,-,1,100.00,0,0,0,0,0,Afghanistan,1,0,0,0
Izatullah Dawlatzai (2012-2012),2012-2012,2012,2012,4,1,1,0,0*,0,-,3,0.00,0,0,0,0,0,Afghanistan,1,0,0,0
Fareed Ahmad (2016-2017),2016-2017,2016,2017,7,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,1,0,0,0
Rokhan Barakzai (2015-2015),2015-2015,2015,2015,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,1,0,0,0
Sharafuddin Ashraf (2015-2015),2015-2015,2015,2015,4,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,1,0,0,0
Zamir Khan (2012-2012),2012-2012,2012,2012,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,1,0,0,0
