Player,Innings Fielded,Fielding Dismissals Made,Catches Taken,Stumpings Made,Catches As A Keeper,Catches As A Fielder,Max Dismissals In An Innings,Dismissals Per Innings
Soumya Sarkar (2015-2017),25,16,16,0,0,16,2 (2ct 0st),0.640
Nasir Hossain (2011-2016),30,15,15,0,0,15,2 (2ct 0st),0.500
Tamim Iqbal (2007-2017),54,14,14,0,0,14,2 (2ct 0st),0.259
Abdur Razzak (2006-2014),33,10,10,0,0,10,2 (2ct 0st),0.303
Mashrafe Mortaza (2006-2017),53,10,10,0,0,10,3 (3ct 0st),0.188
Nurul Hasan (2016-2017),9,6,2,4,2,0,2 (0ct 2st),0.666
Aftab Ahmed (2006-2010),11,4,4,0,0,4,2 (2ct 0st),0.363
Elias Sunny (2012-2012),7,4,4,0,0,4,3 (3ct 0st),0.571
Farhad Reza (2006-2014),13,4,4,0,0,4,1 (1ct 0st),0.307
Imrul Kayes (2010-2017),14,4,4,0,0,4,1 (1ct 0st),0.285
Mohammad Ashraful (2007-2013),23,4,4,0,0,4,1 (1ct 0st),0.173
Ziaur Rahman (2012-2014),14,4,4,0,0,4,2 (2ct 0st),0.285
Al-Amin Hossain (2013-2016),23,3,3,0,0,3,1 (1ct 0st),0.130
Jahurul Islam (2010-2013),3,3,3,0,0,3,1 (1ct 0st),1.000
Liton Das (2015-2017),4,3,3,0,0,3,2 (2ct 0st),0.750
Mohammad Mithun (2014-2016),10,3,3,0,0,3,2 (2ct 0st),0.300
Mosaddek Hossain (2016-2017),6,3,3,0,0,3,1 (1ct 0st),0.500
Mustafizur Rahman (2015-2017),17,3,3,0,0,3,2 (2ct 0st),0.176
Alok Kapali (2007-2011),7,2,2,0,0,2,1 (1ct 0st),0.285
Anamul Haque (2012-2015),12,2,2,0,1,1,1 (1ct 0st),0.166
Mehidy Hasan Miraz (2017-2017),3,2,2,0,0,2,2 (2ct 0st),0.666
Naeem Islam (2008-2013),10,2,2,0,0,2,1 (1ct 0st),0.200
Shamsur Rahman (2013-2014),8,2,2,0,0,2,1 (1ct 0st),0.250
Sohag Gazi (2012-2015),10,2,2,0,0,2,1 (1ct 0st),0.200
Arafat Sunny (2014-2016),10,1,1,0,0,1,1 (1ct 0st),0.100
Dhiman Ghosh (2008-2008),1,1,0,1,0,0,1 (0ct 1st),1.000
Junaid Siddique (2007-2012),7,1,1,0,0,1,1 (1ct 0st),0.142
Mominul Haque (2012-2014),6,1,1,0,0,1,1 (1ct 0st),0.166
Raqibul Hasan (2008-2010),5,1,1,0,0,1,1 (1ct 0st),0.200
Rubel Hossain (2009-2017),15,1,1,0,0,1,1 (1ct 0st),0.066
Sajedul Islam (2013-2013),1,1,1,0,0,1,1 (1ct 0st),1.000
Shafiul Islam (2010-2017),12,1,1,0,0,1,1 (1ct 0st),0.083
Shahriar Nafees (2006-2006),1,1,1,0,0,1,1 (1ct 0st),1.000
Shuvagata Hom (2016-2016),5,1,1,0,0,1,1 (1ct 0st),0.200
Syed Rasel (2007-2008),8,1,1,0,0,1,1 (1ct 0st),0.125
Taskin Ahmed (2014-2017),15,1,1,0,0,1,1 (1ct 0st),0.066
Abul Hasan (2012-2012),4,0,0,0,0,0,0,0.000
Abu Hider (2016-2016),4,0,0,0,0,0,0,0.000
Jubair Hossain (2015-2015),1,0,0,0,0,0,0,0.000
Mehrab Hossain jnr (2008-2009),2,0,0,0,0,0,0,0.000
Mohammad Rafique (2006-2006),1,0,0,0,0,0,0,0.000
Mohammad Saifuddin (2017-2017),4,0,0,0,0,0,0,0.000
Mohammad Shahid (2016-2016),1,0,0,0,0,0,0,0.000
Muktar Ali (2016-2016),1,0,0,0,0,0,0,0.000
Nadif Chowdhury (2006-2007),3,0,0,0,0,0,0,0.000
Nazimuddin (2007-2008),7,0,0,0,0,0,0,0.000
Nazmul Hossain (2009-2012),4,0,0,0,0,0,0,0.000
Nazmus Sadat (2006-2006),1,0,0,0,0,0,0,0.000
Robiul Islam (2013-2013),1,0,0,0,0,0,0,0.000
Rony Talukdar (2015-2015),1,0,0,0,0,0,0,0.000
Saqlain Sajib (2016-2016),1,0,0,0,0,0,0,0.000
Shahadat Hossain (2006-2013),6,0,0,0,0,0,0,0.000
Suhrawadi Shuvo (2010-2010),1,0,0,0,0,0,0,0.000
SP Patil (2014-2016),18,13,9,4,9,0,2 (2ct 0st),0.722
Ahmed Raza (2014-2017),21,7,7,0,0,7,1 (1ct 0st),0.333
Rohan Mustafa (2014-2017),24,7,7,0,0,7,2 (2ct 0st),0.291
Ghulam Shabber (2016-2017),8,6,5,1,5,0,2 (1ct 1st),0.750
Shaiman Anwar (2014-2017),26,6,6,0,0,6,1 (1ct 0st),0.230
Amjad Javed (2014-2017),22,4,4,0,0,4,1 (1ct 0st),0.181
Fahad Tariq (2016-2016),6,4,4,0,0,4,3 (3ct 0st),0.666
Muhammad Usman (2016-2017),19,4,4,0,0,4,1 (1ct 0st),0.210
Saqlain Haider (2016-2016),6,4,4,0,0,4,2 (2ct 0st),0.666
Rameez Shahzad (2016-2017),8,3,3,0,0,3,1 (1ct 0st),0.375
Amjad Gul (2015-2016),4,2,2,0,0,2,1 (1ct 0st),0.500
Khurram Khan (2014-2014),3,2,2,0,0,2,1 (1ct 0st),0.666
Mohammad Naveed (2015-2017),22,2,2,0,0,2,1 (1ct 0st),0.090
Qadeer Ahmed (2015-2016),8,2,2,0,0,2,1 (1ct 0st),0.250
Amjad Ali (2014-2015),5,1,1,0,0,1,1 (1ct 0st),0.200
Farhan Ahmed (2016-2016),3,1,1,0,0,1,1 (1ct 0st),0.333
Fayyaz Ahmed (2015-2015),1,1,1,0,0,1,1 (1ct 0st),1.000
AM Guruge (2014-2015),5,1,1,0,0,1,1 (1ct 0st),0.200
Imran Haider (2016-2017),5,1,1,0,0,1,1 (1ct 0st),0.200
Kamran Shazad (2014-2014),3,1,1,0,0,1,1 (1ct 0st),0.333
Mohammad Shahzad (2015-2017),20,1,1,0,0,1,1 (1ct 0st),0.050
Mohammad Tauqir (2015-2015),3,1,1,0,0,1,1 (1ct 0st),0.333
Mohammed Qasim (2016-2017),3,1,1,0,0,1,1 (1ct 0st),0.333
Muhammad Kaleem (2016-2016),9,1,1,0,0,1,1 (1ct 0st),0.111
V Shetty (2014-2014),2,1,1,0,0,1,1 (1ct 0st),0.500
EHSN Silva (2014-2014),2,1,1,0,0,1,1 (1ct 0st),0.500
Zaheer Maqsood (2015-2016),3,1,1,0,0,1,1 (1ct 0st),0.333
Zahoor Khan (2017-2017),3,1,1,0,0,1,1 (1ct 0st),0.333
Abdul Shakoor (2015-2015),4,0,0,0,0,0,0,0.000
Adnan Mufti (2017-2017),1,0,0,0,0,0,0,0.000
Atif Ali Khan (2016-2016),1,0,0,0,0,0,0,0.000
Faizan Asif (2014-2015),6,0,0,0,0,0,0,0.000
Muhammed Shanil (2016-2016),1,0,0,0,0,0,0,0.000
Nasir Aziz (2015-2015),1,0,0,0,0,0,0,0.000
Sharif Asadullah (2014-2014),1,0,0,0,0,0,0,0.000
L Sreekumar (2017-2017),1,0,0,0,0,0,0,0.000
Sultan Ahmed (2017-2017),2,0,0,0,0,0,0,0.000
Umair Ali (2015-2015),3,0,0,0,0,0,0,0.000
Usman Mushtaq (2016-2016),3,0,0,0,0,0,0,0.000
GC Wilson (2008-2017),51,32,28,4,18,10,4 (3ct 1st),0.627
"NJ O'Brien (2008-2016)",28,27,17,10,15,2,4 (3ct 1st),0.964
GH Dockrell (2010-2017),43,24,24,0,0,24,3 (3ct 0st),0.558
WTS Porterfield (2008-2017),54,22,22,0,0,22,2 (2ct 0st),0.407
"KJ O'Brien (2008-2017)",55,17,17,0,0,17,2 (2ct 0st),0.309
JF Mooney (2009-2015),27,13,13,0,0,13,2 (2ct 0st),0.481
PR Stirling (2009-2017),43,13,13,0,0,13,3 (3ct 0st),0.302
DT Johnston (2008-2013),28,9,9,0,0,9,3 (3ct 0st),0.321
WB Rankin (2009-2017),24,9,9,0,0,9,2 (2ct 0st),0.375
MC Sorensen (2012-2016),24,9,9,0,0,9,2 (2ct 0st),0.375
SR Thompson (2014-2017),18,9,9,0,0,9,2 (2ct 0st),0.500
AC Botha (2008-2010),13,8,8,0,0,8,2 (2ct 0st),0.615
AR Cusack (2008-2015),33,7,7,0,0,7,2 (2ct 0st),0.212
SW Poynter (2015-2017),12,7,6,1,1,5,2 (1ct 1st),0.583
AR McBrine (2014-2017),18,6,6,0,0,6,2 (2ct 0st),0.333
EC Joyce (2012-2014),15,5,5,0,0,5,2 (2ct 0st),0.333
A Balbirnie (2015-2016),8,3,3,0,0,3,1 (1ct 0st),0.375
PC Connell (2008-2010),8,3,3,0,0,3,1 (1ct 0st),0.375
WK McCallan (2008-2009),8,3,3,0,0,3,1 (1ct 0st),0.375
RD McCann (2012-2012),3,3,1,2,1,0,2 (0ct 2st),1.000
TJ Murtagh (2012-2016),14,3,3,0,0,3,1 (1ct 0st),0.214
CA Young (2015-2017),14,3,3,0,0,3,1 (1ct 0st),0.214
JP Bray (2009-2009),2,2,2,0,0,2,1 (1ct 0st),1.000
J Mulder (2016-2017),8,2,2,0,0,2,1 (1ct 0st),0.250
AD Poynter (2012-2016),17,2,2,0,0,2,1 (1ct 0st),0.117
AR White (2008-2012),17,2,2,0,0,2,1 (1ct 0st),0.117
NG Jones (2010-2012),4,1,1,0,0,1,1 (1ct 0st),0.250
JNK Shannon (2013-2016),2,1,1,0,0,1,1 (1ct 0st),0.500
R Strydom (2008-2008),3,1,1,0,0,1,1 (1ct 0st),0.333
SP Terry (2016-2016),1,1,1,0,0,1,1 (1ct 0st),1.000
GJ Thompson (2016-2017),8,1,1,0,0,1,1 (1ct 0st),0.125
L Tucker (2016-2017),4,1,1,0,0,1,1 (1ct 0st),0.250
RM West (2009-2009),5,1,1,0,0,1,1 (1ct 0st),0.200
J Anderson (2015-2015),2,0,0,0,0,0,0,0.000
PS Eaglestone (2010-2010),1,0,0,0,0,0,0,0.000
TE Kane (2015-2015),3,0,0,0,0,0,0,0.000
GE Kidd (2010-2010),1,0,0,0,0,0,0,0.000
J Little (2016-2017),2,0,0,0,0,0,0,0.000
GJ McCarter (2015-2015),2,0,0,0,0,0,0,0.000
BJ McCarthy (2017-2017),2,0,0,0,0,0,0,0.000
DA Rankin (2015-2016),2,0,0,0,0,0,0,0.000
MH Cross (2013-2017),21,16,10,6,10,0,3 (2ct 1st),0.761
KJ Coetzer (2008-2017),37,15,15,0,0,15,2 (2ct 0st),0.405
CS MacLeod (2009-2017),28,13,13,0,0,13,2 (2ct 0st),0.464
PL Mommsen (2012-2016),22,11,11,0,0,11,2 (2ct 0st),0.500
JH Davey (2012-2017),13,9,9,0,0,9,2 (2ct 0st),0.692
CJO Smith (2007-2009),7,9,5,4,5,0,2 (2ct 0st),1.285
RML Taylor (2013-2016),9,8,8,0,0,8,2 (2ct 0st),0.888
MW Machan (2013-2016),13,7,7,0,0,7,1 (1ct 0st),0.538
CD Wallace (2012-2017),11,7,5,2,5,0,2 (2ct 0st),0.636
MA Leask (2013-2017),12,6,6,0,0,6,2 (2ct 0st),0.500
DF Watts (2007-2012),10,6,6,0,0,6,3 (3ct 0st),0.600
HG Munsey (2015-2017),15,5,5,0,0,5,3 (3ct 0st),0.333
AC Evans (2015-2016),9,4,4,0,0,4,1 (1ct 0st),0.444
G Goudie (2010-2013),9,4,4,0,0,4,1 (1ct 0st),0.444
RM Haq (2007-2013),20,4,4,0,0,4,2 (2ct 0st),0.200
RR Watson (2007-2010),9,4,4,0,0,4,2 (2ct 0st),0.444
RD Berrington (2008-2017),38,3,3,0,0,3,2 (2ct 0st),0.078
CD de Lange (2015-2017),7,3,3,0,0,3,1 (1ct 0st),0.428
GM Hamilton (2007-2010),11,3,3,0,0,3,2 (2ct 0st),0.272
MM Iqbal (2012-2013),6,3,3,0,0,3,1 (1ct 0st),0.500
SM Sharif (2012-2017),23,3,3,0,0,3,2 (2ct 0st),0.130
GD Drummond (2008-2013),17,2,2,0,0,2,1 (1ct 0st),0.117
NS Poonia (2007-2010),7,2,2,0,0,2,1 (1ct 0st),0.285
JH Stander (2009-2012),11,2,2,0,0,2,1 (1ct 0st),0.181
MRJ Watt (2015-2017),16,2,2,0,0,2,1 (1ct 0st),0.125
JAR Blain (2007-2008),5,1,1,0,0,1,1 (1ct 0st),0.200
NM Carter (2013-2013),7,1,1,0,0,1,1 (1ct 0st),0.142
GI Maiden (2008-2008),3,1,1,0,0,1,1 (1ct 0st),0.333
GT Main (2015-2016),2,1,1,0,0,1,1 (1ct 0st),0.500
D Murphy (2013-2013),4,1,1,0,1,0,1 (1ct 0st),0.250
JD Nel (2007-2010),9,1,1,0,0,1,1 (1ct 0st),0.111
SJS Smith (2010-2012),5,1,0,1,0,0,1 (0ct 1st),0.200
BTJ Wheal (2016-2017),5,1,1,0,0,1,1 (1ct 0st),0.200
CM Wright (2007-2009),2,1,1,0,0,1,1 (1ct 0st),0.500
DR Brown (2007-2007),1,0,0,0,0,0,0,0.000
CG Burnett (2013-2013),1,0,0,0,0,0,0,0.000
FRJ Coleman (2013-2013),1,0,0,0,0,0,0,0.000
R Flannigan (2012-2012),4,0,0,0,0,0,0,0.000
RT Lyons (2010-2010),2,0,0,0,0,0,0,0.000
NFI McCallum (2007-2010),10,0,0,0,0,0,0,0.000
MA Parker (2012-2012),2,0,0,0,0,0,0,0.000
GA Rogers (2008-2009),2,0,0,0,0,0,0,0.000
CB Sole (2017-2017),1,0,0,0,0,0,0,0.000
I Wardlaw (2013-2013),4,0,0,0,0,0,0,0.000
Sultan Ahmed (N/A),16,17,14,3,14,0,3 (3ct 0st),1.062
Jatinder Singh (N/A),11,6,6,0,0,6,2 (2ct 0st),0.545
Aamir Kaleem (N/A),10,5,5,0,0,5,2 (2ct 0st),0.500
Adnan Ilyas (N/A),11,5,5,0,0,5,3 (3ct 0st),0.454
Bilal Khan (N/A),15,5,5,0,0,5,2 (2ct 0st),0.333
AV Lalcheta (N/A),13,3,3,0,0,3,2 (2ct 0st),0.230
Mohammad Nadeem (N/A),6,3,3,0,0,3,2 (2ct 0st),0.500
Aqib Ilyas (N/A),9,2,2,0,0,2,1 (1ct 0st),0.222
Khawar Ali (N/A),13,2,2,0,0,2,1 (1ct 0st),0.153
A Poulose (N/A),3,2,2,0,0,2,1 (1ct 0st),0.666
Zeeshan Maqsood (N/A),15,2,2,0,0,2,1 (1ct 0st),0.133
Amir Ali (N/A),9,1,1,0,0,1,1 (1ct 0st),0.111
Mehran Khan (N/A),12,1,1,0,0,1,1 (1ct 0st),0.083
Sufyan Mehmood (N/A),2,1,1,0,0,1,1 (1ct 0st),0.500
VS Wategaonkar (N/A),2,1,1,0,0,1,1 (1ct 0st),0.500
M Ansari (N/A),10,0,0,0,0,0,0,0.000
Kaleemullah (N/A),4,0,0,0,0,0,0,0.000
Khurram Nawaz (N/A),4,0,0,0,0,0,0,0.000
Naseem Khushi (N/A),4,0,0,0,0,0,0,0.000
RJ Ranpura (N/A),2,0,0,0,0,0,0,0.000
Zeeshan Siddiqui (N/A),5,0,0,0,0,0,0,0.000
Mohammad Shahzad (2010-2017),58,52,25,27,25,0,5 (3ct 2st),0.896
Mohammad Nabi (2010-2017),58,31,31,0,0,31,3 (3ct 0st),0.534
Najibullah Zadran (2012-2017),40,19,19,0,0,19,2 (2ct 0st),0.475
Gulbadin Naib (2012-2017),36,17,17,0,0,17,2 (2ct 0st),0.472
Nawroz Mangal (2010-2017),32,16,16,0,0,16,3 (3ct 0st),0.500
Samiullah Shenwari (2010-2017),55,15,15,0,0,15,1 (1ct 0st),0.272
Asghar Stanikzai (2010-2017),49,14,14,0,0,14,2 (2ct 0st),0.285
Shafiqullah (2010-2017),35,11,11,0,0,11,3 (3ct 0st),0.314
Rashid Khan (2015-2017),27,8,8,0,0,8,1 (1ct 0st),0.296
Dawlat Zadran (2012-2017),33,7,7,0,0,7,2 (2ct 0st),0.212
Usman Ghani (2015-2017),13,7,7,0,0,7,2 (2ct 0st),0.538
Karim Sadiq (2010-2016),34,5,5,0,0,5,1 (1ct 0st),0.147
Mirwais Ashraf (2010-2016),25,5,5,0,0,5,1 (1ct 0st),0.200
Shapoor Zadran (2010-2017),32,5,5,0,0,5,1 (1ct 0st),0.156
Karim Janat (2016-2017),11,4,4,0,0,4,2 (2ct 0st),0.363
Noor Ali Zadran (2010-2017),20,4,4,0,0,4,1 (1ct 0st),0.200
M Nasim Baras (2015-2015),3,3,3,0,0,3,2 (2ct 0st),1.000
Hamid Hassan (2010-2016),22,2,2,0,0,2,1 (1ct 0st),0.090
Raees Ahmadzai (2010-2010),8,2,2,0,0,2,1 (1ct 0st),0.250
Afsar Zazai (2013-2013),1,1,0,1,0,0,1 (0ct 1st),1.000
Fareed Ahmad (2016-2017),7,1,1,0,0,1,1 (1ct 0st),0.142
Izatullah Dawlatzai (2012-2012),4,1,1,0,0,1,1 (1ct 0st),0.250
Sayed Shirzad (2015-2016),3,1,1,0,0,1,1 (1ct 0st),0.333
Aftab Alam (2012-2016),7,0,0,0,0,0,0,0.000
Amir Hamza (2013-2017),31,0,0,0,0,0,0,0.000
Dawlat Ahmadzai (2010-2010),2,0,0,0,0,0,0,0.000
Hashmatullah Shahidi (2013-2013),1,0,0,0,0,0,0,0.000
Hazratullah (2016-2016),1,0,0,0,0,0,0,0.000
Javed Ahmadi (2012-2017),3,0,0,0,0,0,0,0.000
Najeeb Tarakai (2014-2017),9,0,0,0,0,0,0,0.000
Rokhan Barakzai (2015-2015),3,0,0,0,0,0,0,0.000
Shabir Noori (2012-2012),1,0,0,0,0,0,0,0.000
Sharafuddin Ashraf (2015-2015),4,0,0,0,0,0,0,0.000
Yamin Ahmadzai (2015-2015),2,0,0,0,0,0,0,0.000
Zamir Khan (2012-2012),1,0,0,0,0,0,0,0.000
