,Country,Team_Matches_Played,Matches_Won,Matches_Lost,Matches_Tied,Matches_With_No_Result,Win/Loss_Ratio,Avg_Runs_Per_Wicket_Batting,Avg_Runs_Per_Six_Balls_Batting,Number_Of_Team_Innings_Batting,Highest_Team_Score_Batting,Lowest_Completed_Score_Batting,Avg_Runs_Per_Wicket_Bowling,Avg_Runs_Per_Six_Balls_Bowling,Number_Of_Team_Innings_Bowling,Highest_Team_Score_Bowling,Lowest_Completed_Score_Bowling,Pos,Matches,Points,Rating,Partners,Partnership_Career_Span,Partnership_Career_Start,Partnership_Career_End,Number_Of_Partnerships,Unbroken_Partnerships,Total_Partnership_Runs,Highest_Partnership,Avg_Partnership_Per_Dismissal,Century_Partnerships,Fifty_Runs_And_Over_Partnerships,Margin,Target,Opposition,Ground,Match_Date,Scorecard
53,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, JE Root",2013-2017,2013.0,2017.0,15,0,323,83,21.53,0,2,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
54,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, JE Root",2013-2017,2013.0,2017.0,15,0,323,83,21.53,0,2,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
55,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, KP Pietersen",2009-2012,2009.0,2012.0,10,2,306,112*,38.25,1,1,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
56,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, KP Pietersen",2009-2012,2009.0,2012.0,10,2,306,112*,38.25,1,1,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
57,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, KP Pietersen",2009-2012,2009.0,2012.0,10,2,306,112*,38.25,1,1,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
58,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, KP Pietersen",2009-2012,2009.0,2012.0,10,2,306,112*,38.25,1,1,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
59,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"EJG Morgan, KP Pietersen",2009-2012,2009.0,2012.0,10,2,306,112*,38.25,1,1,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
60,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, OA Shah",2007-2009,2007.0,2009.0,7,0,295,102,42.14,1,1,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
61,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, OA Shah",2007-2009,2007.0,2009.0,7,0,295,102,42.14,1,1,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
62,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, OA Shah",2007-2009,2007.0,2009.0,7,0,295,102,42.14,1,1,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
63,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, OA Shah",2007-2009,2007.0,2009.0,7,0,295,102,42.14,1,1,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
64,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, OA Shah",2007-2009,2007.0,2009.0,7,0,295,102,42.14,1,1,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
65,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"C Kieswetter, MJ Lumb",2010-2012,2010.0,2012.0,9,0,230,68,25.55,0,1,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
66,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"C Kieswetter, MJ Lumb",2010-2012,2010.0,2012.0,9,0,230,68,25.55,0,1,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
67,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"C Kieswetter, MJ Lumb",2010-2012,2010.0,2012.0,9,0,230,68,25.55,0,1,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
68,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"C Kieswetter, MJ Lumb",2010-2012,2010.0,2012.0,9,0,230,68,25.55,0,1,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
69,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"C Kieswetter, MJ Lumb",2010-2012,2010.0,2012.0,9,0,230,68,25.55,0,1,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
70,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"AD Hales, C Kieswetter",2011-2012,2011.0,2012.0,11,1,224,128*,22.40,1,0,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
71,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"AD Hales, C Kieswetter",2011-2012,2011.0,2012.0,11,1,224,128*,22.40,1,0,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
72,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"AD Hales, C Kieswetter",2011-2012,2011.0,2012.0,11,1,224,128*,22.40,1,0,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
73,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"AD Hales, C Kieswetter",2011-2012,2011.0,2012.0,11,1,224,128*,22.40,1,0,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
74,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"AD Hales, C Kieswetter",2011-2012,2011.0,2012.0,11,1,224,128*,22.40,1,0,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
75,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, AD Hales",2012-2014,2012.0,2014.0,3,1,208,159,104.00,1,0,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
76,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, AD Hales",2012-2014,2012.0,2014.0,3,1,208,159,104.00,1,0,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
77,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, AD Hales",2012-2014,2012.0,2014.0,3,1,208,159,104.00,1,0,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
78,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, AD Hales",2012-2014,2012.0,2014.0,3,1,208,159,104.00,1,0,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
79,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, AD Hales",2012-2014,2012.0,2014.0,3,1,208,159,104.00,1,0,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
80,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, EJG Morgan",2010-2014,2010.0,2014.0,9,0,181,73,20.11,0,1,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
81,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, EJG Morgan",2010-2014,2010.0,2014.0,9,0,181,73,20.11,0,1,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
82,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, EJG Morgan",2010-2014,2010.0,2014.0,9,0,181,73,20.11,0,1,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
83,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, EJG Morgan",2010-2014,2010.0,2014.0,9,0,181,73,20.11,0,1,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
84,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"RS Bopara, EJG Morgan",2010-2014,2010.0,2014.0,9,0,181,73,20.11,0,1,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
85,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"KP Pietersen, IJL Trott",2007-2010,2007.0,2010.0,5,0,179,98,35.80,0,2,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
86,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"KP Pietersen, IJL Trott",2007-2010,2007.0,2010.0,5,0,179,98,35.80,0,2,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
87,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"KP Pietersen, IJL Trott",2007-2010,2007.0,2010.0,5,0,179,98,35.80,0,2,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
88,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"KP Pietersen, IJL Trott",2007-2010,2007.0,2010.0,5,0,179,98,35.80,0,2,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
89,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"KP Pietersen, IJL Trott",2007-2010,2007.0,2010.0,5,0,179,98,35.80,0,2,50 runs,194,v New Zealand,Christchurch,07-Feb-08,T20I # 54
90,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, EJG Morgan",2009-2011,2009.0,2011.0,5,1,178,98,44.50,0,1,116 runs,197,v Afghanistan,Colombo (RPS),21-Sep-12,T20I # 268
91,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, EJG Morgan",2009-2011,2009.0,2011.0,5,1,178,98,44.50,0,1,100 runs,180,v Australia,Southampton,13-Jun-05,T20I # 2
92,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, EJG Morgan",2009-2011,2009.0,2011.0,5,1,178,98,44.50,0,1,56 runs,192,v New Zealand,Manchester,23-Jun-15,T20I # 423
93,England,96,46,45,1,4,1.022,24.32,8.14,96,230,80,24.27,8.08,95,248,79,4,17,"2,029",119,"PD Collingwood, EJG Morgan",2009-2011,2009.0,2011.0,5,1,178,98,44.50,0,1,50 runs,189,v Zimbabwe,Cape Town,13-Sep-07,T20I # 25
